project_name,oneliner,project_namespace,project_url,topics,rubric,last_update,stargazers_count,dominating_languages,organization,languages,homepage,created,license,total_commits_last_year,last_issue_closed,issue_labels,good_first_issue,contributors,organization_avatar,funding
patch-node,The road to global carbon-neutrality will be through programmatic compensation.,patch-technology,https://github.com/patch-technology/patch-node.git,"javascript,carbon,carbon-offsetting,carbon-emissions,carbon-neutral,carbon-offsets",Computation and Services,"2021/10/04, 21:58:26",58,JavaScript,patch-technology,"JavaScript,Makefile",https://www.patch.io,"2020/07/26, 23:18:20",BSD-3-Clause,31,"2021/10/04, 21:58:24","Don't Merge,Needs Review,Ready,Reviewed,WIP",0,6,https://avatars.githubusercontent.com/u/63677591?v=4,
co2.js,"A npm module for accessing the green web API, and estimating the carbon emissions from using digital services.",thegreenwebfoundation,https://github.com/thegreenwebfoundation/co2.js.git,,Computation and Services,"2021/07/17, 13:11:05",32,JavaScript,thegreenwebfoundation,JavaScript,,"2020/02/23, 19:39:37",Apache-2.0,0,"2021/09/02, 07:11:21","bug,dependencies,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,7,https://avatars.githubusercontent.com/u/8995024?v=4,
The Low Impact Website,Reduces data transfer by up to 70% in comparison to our regular website.,Organic-Basics,https://github.com/Organic-Basics/ob-low-impact-website.git,"shopify,sustainability,co2,nuxtjs,climate",Computation and Services,"2021/10/07, 09:12:06",184,Vue,Organic-Basics,"Vue,JavaScript,TypeScript,SCSS,Shell,Makefile",https://lowimpact.organicbasics.com,"2020/05/04, 15:30:49",CUSTOM,11,"2020/11/03, 12:48:09","bug,dependencies,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,3,https://avatars.githubusercontent.com/u/54848514?v=4,
cryptoart-footprint,Estimate the total emissions for popular CryptoArt platforms.,kylemcdonald,https://github.com/kylemcdonald/ethereum-nft-activity.git,"ethereum,cryptoart,climate",Computation and Services,"2021/10/17, 13:57:59",135,Jupyter Notebook,,"Jupyter Notebook,Python,Shell",,"2021/03/09, 01:50:23",MIT,73,"2021/10/09, 05:32:58","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,3,https://avatars.githubusercontent.com/u/54848514?v=4,
Cloud Carbon Footprint,A tool to estimate energy use (kilowatt-hours) and carbon emissions (metric tons CO2e) from public cloud usage.,cloud-carbon-footprint,https://github.com/cloud-carbon-footprint/cloud-carbon-footprint.git,"thoughtworks,climate,sustainability,cloud,carbon-footprint,carbon-emissions,hacktoberfest",Computation and Services,"2021/10/15, 09:36:43",225,TypeScript,cloud-carbon-footprint,"TypeScript,JavaScript,Handlebars,CSS,Shell,HTML,Dockerfile",https://cloudcarbonfootprint.org,"2020/11/17, 20:53:48",Apache-2.0,1553,"2021/10/14, 22:06:55","BLOCKED,bug,dependencies,documentation,duplicate,enhancement,good first issue,Hacktoberfest,help wanted,invalid,microsite,PR review,question,seeking contributor,support,WIP,wontfix",6,43,https://avatars.githubusercontent.com/u/79275027?v=4,
pyJoules,A software toolkit to measure the energy footprint of a host machine along the execution of a piece of Python code.,powerapi-ng,https://github.com/powerapi-ng/pyJoules.git,"rapl,intel-rapl,energy-consumption,energy,python,power",Computation and Services,"2021/10/05, 11:27:33",18,Python,powerapi-ng,Python,,"2019/11/19, 12:10:31",MIT,11,"2021/10/05, 09:07:12","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,5,https://avatars.githubusercontent.com/u/47974262?v=4,
GCAM,"A dynamic-recursive model with technology-rich representations of the economy, energy sector, land use and water linked to a climate model that can be used to explore climate change mitigation policies including carbon taxes, carbon trading, regulations and accelerated deployment of energy technology.",JGCRI,https://github.com/JGCRI/gcam-core.git,"energy,land,integrated-assessment,economics,gcam,water,climate,coupled-human-natural-systems,human-earth-system",Modeling and Optimization,"2021/09/30, 20:54:12",121,C++,JGCRI,"C++,R,Java,Python,Makefile,C,JavaScript,HTML,Shell",http://jgcri.github.io/gcam-doc/,"2016/01/29, 15:57:28",CUSTOM,207,"2021/10/04, 03:35:02","bug,Documentation,dplyr/tidyr,duplicate,enhancement,help wanted,invalid,ModelInterface,question,wontfix",0,38,https://avatars.githubusercontent.com/u/8431983?v=4,
System Advisor Model,"A simulation program for electricity generation projects. It has models for different kinds of renewable energy systems and financial models for residential, commercial, and utility-scale projects.",NREL,https://github.com/NREL/SAM.git,,Modeling and Optimization,"2021/10/15, 18:08:03",179,PowerBuilder,NREL,"PowerBuilder,C++,HTML,C,Python,JavaScript,CMake,CSS,PowerShell,Shell,Dockerfile",,"2013/01/10, 02:52:47",BSD-3-Clause,601,"2021/10/15, 20:44:09","added to release notes,battery,beta,bug,csp,enhancement,financial,good first issue,help wanted,invalid,new feature,pv,utility rate,weather,wind,wontfix",2,21,https://avatars.githubusercontent.com/u/1906800?v=4,
openTEPES,"Determines the investment plans of new facilities (generators, ESS and lines) for supplying the forecasted demand at minimum cost.",IIT-EnergySystemModels,https://github.com/IIT-EnergySystemModels/openTEPES.git,,Modeling and Optimization,"2021/10/15, 07:43:50",11,Python,IIT-EnergySystemModels,Python,,"2020/07/24, 21:11:41",GPL-3.0,592,"2021/07/20, 16:55:48","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,4,https://avatars.githubusercontent.com/u/68757227?v=4,
PowerGenome,A tool to quickly and easily create inputs for power systems models.,PowerGenome,https://github.com/PowerGenome/PowerGenome.git,,Modeling and Optimization,"2021/10/18, 06:54:28",97,Python,PowerGenome,"Python,Jupyter Notebook",,"2019/07/18, 17:33:40",MIT,78,"2021/08/31, 15:54:37","bug,dependencies,documentation,duplicate,enhancement,GenX,good first issue,help wanted,invalid,question,wontfix",3,4,https://avatars.githubusercontent.com/u/76453163?v=4,
load_forecasting,"Load forcasting on Delhi area electric power load using ARIMA, RNN, LSTM and GRU models.",pyaf,https://github.com/pyaf/load_forecasting.git,"machine-learning,rnn,lstm,gru,arima,wma,ses,sma,electric-load-forecasting,time-series-forecasting",Modeling and Optimization,"2021/10/12, 19:03:24",222,Jupyter Notebook,,"Jupyter Notebook,Python,HTML,JavaScript,CSS,Shell",,"2018/01/19, 06:26:42",MIT,0,"2021/08/25, 15:24:48","bug,dependencies,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,2,https://avatars.githubusercontent.com/u/76453163?v=4,
REopt_Lite_API,"Offers a subset of features from NREL's more comprehensive REopt model. Both models provide concurrent, multiple technology integration and optimization capabilities to help organizations meet their cost savings and energy performance goals.",NREL,https://github.com/NREL/REopt_Lite_API.git,"nrel,renewable-energy,optimization,reopt-lite-api",Modeling and Optimization,"2021/10/08, 19:18:10",37,Python,NREL,"Python,PowerBuilder,Julia,Shell,HTML,Ruby,Roff,Dockerfile",https://developer.nrel.gov/docs/energy-optimization/reopt-v1/,"2018/12/17, 21:24:59",BSD-3-Clause,1035,"2021/09/29, 17:59:28","bug,dependencies,duplicate,enhancement,good first issue,help wanted,highpriority,invalid,normalpriority,question,wontfix",0,12,https://avatars.githubusercontent.com/u/1906800?v=4,
urbs,A linear optimization model for distributed energy systems.,tum-ens,https://github.com/tum-ens/urbs.git,"python,pyomo,pandas,optimisation-model,mathematical-modelling,linear-programming,energy-system",Modeling and Optimization,"2021/10/06, 14:49:33",131,Python,tum-ens,Python,,"2014/07/19, 13:40:41",GPL-3.0,4,"2021/09/16, 08:41:16","bug,discussion,documentation,duplicate,enhancement,help wanted,invalid,maintenance,question,upstream,validation,wontfix",0,20,https://avatars.githubusercontent.com/u/8157454?v=4,
Dispa-SET,"Allows to model a power system at any level of detail e.g. micro-grid, region, country, continent.",energy-modelling-toolkit,https://github.com/energy-modelling-toolkit/Dispa-SET.git,"python,dispatch,power",Modeling and Optimization,"2021/10/04, 07:32:45",56,Jupyter Notebook,energy-modelling-toolkit,"Jupyter Notebook,Python,GAMS,Batchfile",,"2017/10/13, 16:22:18",EUPL-1.2,1,"2021/05/21, 11:47:30","bug,data,docs,duplicate,enhancement,good first issue,help wanted,invalid,model,postprocessing,preprocessing,pyomo,question,wontfix",0,10,https://avatars.githubusercontent.com/u/32776077?v=4,
Calliope,"A framework to develop energy system models, with a focus on flexibility, high spatial and temporal resolution, the ability to execute many runs based on the same base model, and a clear separation of framework and model.",calliope-project,https://github.com/calliope-project/calliope.git,"python,pyomo,energy,optimisation,energy-system",Modeling and Optimization,"2021/10/13, 06:57:53",166,Python,calliope-project,"Python,TeX,Makefile",https://www.callio.pe,"2013/09/18, 17:58:41",Apache-2.0,49,"2021/09/10, 15:14:31","bug,constraint,discussion,documentation,duplicate,enhancement,good first issue,has-workaround,help wanted,invalid,possibly-revisit,priority,pyomo-bug,question,timeseries,visualisation,wontfix",0,11,https://avatars.githubusercontent.com/u/10073020?v=4,
Euro-Calliope,A model of the European electricity system built using Calliope.,calliope-project,https://github.com/calliope-project/euro-calliope.git,"calliope-models,conda,europe,research,energy,renewable-energy",Modeling and Optimization,"2021/09/20, 09:43:06",17,Python,calliope-project,Python,,"2018/10/15, 14:03:05",MIT,189,"2021/08/31, 13:49:30","annual-demand,bug,data,documentation,duplicate,enhancement,good first issue,help wanted,hydro,invalid,question,regionalisation,supply-tech,timeseries-profile,wontfix",0,6,https://avatars.githubusercontent.com/u/10073020?v=4,
REVUB,The main objective is to model how flexible operation of hydropower plants can help renewable electricity mixes with variable solar and wind power to provide reliable electricity supply and load-following services.,VUB-HYDR,https://github.com/VUB-HYDR/REVUB.git,"standalone-software,renewable,electricity,solar,wind,hydro,balancing,flexibility",Modeling and Optimization,"2021/04/24, 16:36:34",6,Python,VUB-HYDR,"Python,MATLAB",,"2019/09/23, 14:38:22",MIT,2,"2021/05/26, 10:27:29","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/35221117?v=4,
FINE,"Provides a framework for modeling, optimizing and assessing energy systems.",FZJ-IEK3-VSA,https://github.com/FZJ-IEK3-VSA/FINE.git,,Modeling and Optimization,"2021/10/13, 13:38:41",26,Python,FZJ-IEK3-VSA,"Python,Dockerfile",,"2018/07/02, 14:48:55",MIT,124,"2021/10/14, 09:33:38","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,15,https://avatars.githubusercontent.com/u/28654423?v=4,
CoMPAS,Formed to develop open source software components related to IEC 61850 model implementation (profile management) and configuration of a power industry Protection Automation and Control System.,com-pas,https://github.com/com-pas/compas-architecture.git,,Modeling and Optimization,"2021/10/04, 07:26:43",6,CSS,com-pas,"CSS,XQuery,HTML",,"2020/04/22, 12:41:08",CC-BY-4.0,181,"2021/10/04, 07:26:42","bug,Community refinement done,documentation,duplicate,enhancement,good first issue,help wanted,invalid,Needs refinement,question,SonarCloud,wontfix",0,9,https://avatars.githubusercontent.com/u/63782197?v=4,
PowerSimulations.jl,A Julia package for power system modeling and simulation of Power Systems operations.,NREL-SIIP,https://github.com/NREL-SIIP/PowerSimulations.jl.git,"julia,powersystems,optimization,energy,electricity,analysis,simulations",Modeling and Optimization,"2021/10/12, 03:29:38",144,Julia,NREL-SIIP,Julia,https://www.nrel.gov/analysis/siip.html,"2017/11/03, 21:11:22",BSD-3-Clause,811,"2021/10/14, 17:10:21","breaking,code bug,documentation,duplicate,enhancement,feature request,help wanted,invalid,modeling bug,new release,question,some time in the future,Upstream,URGENT,wontfix",0,20,https://avatars.githubusercontent.com/u/44615001?v=4,
PowerSystems.jl,Provides a rigorous data model using Julia structures to enable power systems analysis and modeling.,NREL-SIIP,https://github.com/NREL-SIIP/PowerSystems.jl.git,"julia,powersystems,energy-system,electrical,siip,nrel",Modeling and Optimization,"2021/10/14, 18:47:16",175,Julia,NREL-SIIP,"Julia,Python",https://www.nrel.gov/analysis/siip.html,"2017/12/12, 21:11:06",BSD-3-Clause,572,"2021/10/14, 18:47:11","breaking,bug,data,documentation,duplicate,enhancement,Feature Request,good first issue,help wanted,PARSING,question,URGENT,wontfix",0,18,https://avatars.githubusercontent.com/u/44615001?v=4,
Balmorel,A partial equilibrium model for analyzing the electricity and combined heat and power sectors in an international perspective.,balmorelcommunity,https://github.com/balmorelcommunity/Balmorel.git,"energy-system-model,gams,optimisation-model",Modeling and Optimization,"2021/07/06, 12:05:35",17,GAMS,balmorelcommunity,GAMS,http://www.balmorel.com,"2017/07/06, 15:22:21",BSD-3-Clause,0,"2021/02/15, 09:39:56","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,3,https://avatars.githubusercontent.com/u/29952453?v=4,
The Open Energy Ontology,A domain ontology of the energy-system modeling context.,OpenEnergyPlatform,https://github.com/OpenEnergyPlatform/ontology.git,"ontology,energy,open-energy-family",Modeling and Optimization,"2021/10/18, 07:08:25",36,Makefile,OpenEnergyPlatform,"Makefile,Shell,Batchfile",,"2018/06/06, 12:04:47",CC0-1.0,743,"2021/10/12, 11:04:44","[A] new term,[B] restructure,[C] definition update,bug,economic terms,Energy carriers and fuels,enhancement,external ontology,Geographic,good first issue,meta issue,model factsheet,oeo dev meeting,oeo-model,oeo-physical,oeo-shared,oeo-social,oeo.omn,ontology infrastructure,organisation,Protégé,question,ready for implementation,relations,specification_sheet,stale,SzenarienDB,Time-L,To do,Urgency-S,wontfix",0,23,https://avatars.githubusercontent.com/u/37101913?v=4,
IDEAS,A Modelica library allowing simultaneous transient simulation of thermal and electrical systems at both building and feeder level.,open-ideas,https://github.com/open-ideas/IDEAS.git,,Modeling and Optimization,"2021/10/15, 02:41:01",82,Modelica,open-ideas,"Modelica,Python,HTML,CSS,JavaScript,C,Java,Jupyter Notebook,TeX,Batchfile,Makefile,Shell",,"2014/02/18, 13:02:55",MIT,187,"2021/10/04, 14:57:41","analysis,bug,efficiency,feature,non-backward compatible,project 1,stale,Warning",0,20,https://avatars.githubusercontent.com/u/5467967?v=4,
Antares Simulator,"An Open Source power system simulator to quantify the adequacy or the economic performance of interconnected energy systems, at short or remote time horizons.",AntaresSimulatorTeam,https://github.com/AntaresSimulatorTeam/Antares_Simulator.git,"adequacy,simulation,power-systems",Modeling and Optimization,"2021/10/13, 14:09:34",30,C,AntaresSimulatorTeam,"C,C++,CMake,Python,Ruby,Shell,NSIS,HTML",https://antares-simulator.org,"2018/07/03, 14:05:14",CUSTOM,560,"2021/10/13, 14:09:29","bug,cleaning,code,doc,duplicate,enhancement,feature,GUI,help wanted,invalid,linux,minor,PR: ready for merge,PR: waiting for correction,PR: waiting for review,question,size/L,size/M,size/S,size/XL,size/XS,size/XXL,wontfix,work in progress",0,8,https://avatars.githubusercontent.com/u/40797821?v=4,
Hierarchical Engine for Large-scale Infrastructure Co-Simulation,"Today the core uses are in the energy domain, where there is extensive and growing support for a wide-range of electric power system, natural gas, communications and control-schemes, transportation, buildings, and related domain tools.",GMLC-TDC,https://github.com/GMLC-TDC/HELICS.git,"simulation,co-simulation,power-grids,simulation-framework",Modeling and Optimization,"2021/10/18, 02:40:19",71,C++,GMLC-TDC,"C++,C,Java,CMake,MATLAB,Shell,Python,SWIG,C#,Makefile,Dockerfile,M,CSS",https://docs.helics.org/en/latest/,"2017/06/01, 17:03:19",BSD-3-Clause,184,"2021/10/18, 02:29:26","bug,cantfix,Code Improvement,documentation,duplicate,enhancement,Examples,good first issue,hacktoberfest,hacktoberfest-accepted,help wanted,infrastructure/ci,Installation/build,Interfaces,invalid,On Hold,performance/scalability,question,testing,ux,v3 breaking change,wontfix",4,25,https://avatars.githubusercontent.com/u/22627455?v=4,
oemof-solph,A model generator for energy system modeling and optimization.,oemof,https://github.com/oemof/oemof-solph.git,"energy,energy-system,modelling,modelling-framework",Modeling and Optimization,"2021/10/08, 14:14:42",187,Python,oemof,"Python,Batchfile",https://oemof.org,"2015/11/24, 13:38:22",MIT,126,"2021/06/11, 09:27:06","announcement,API,beginner,bug,deadline,decision wanted,documentation,duplicate,enhancement,feedback wanted,help wanted,oemof-core,oemof-solph,question,urgent,wontfix",0,34,https://avatars.githubusercontent.com/u/8503379?v=4,
oemof-thermal,"Provides tools to model thermal energy components as an extension of oemof.solph, e.g. compression heat pumps, concentrating solar plants, thermal storage and solar thermal collectors.",oemof,https://github.com/oemof/oemof-thermal.git,,Modeling and Optimization,"2021/06/22, 14:25:12",15,Python,oemof,Python,https://oemof.org,"2016/01/11, 10:29:40",MIT,7,"2021/02/18, 21:12:42","bug,documentation,duplicate,enhancement,feedback wanted,help wanted,invalid,question,wontfix",0,11,https://avatars.githubusercontent.com/u/8503379?v=4,
openENTRANCE,"The Horizon 2020 openENTRANCE project aims at developing, using and disseminating an open, transparent and integrated modeling platform for assessing low-carbon transition pathways in Europe.",openENTRANCE,https://github.com/openENTRANCE/nomenclature.git,,Modeling and Optimization,"2021/10/01, 10:03:25",20,Python,openENTRANCE,Python,http://openentrance.eu,"2020/03/13, 14:21:37",Apache-2.0,27,"2021/10/01, 10:03:21","bug,definitions,documentation,duplicate,enhancement,good first issue,help wanted,invalid,py-package,question,structure,wontfix",0,10,https://avatars.githubusercontent.com/u/60662804?v=4,
Joulia.jl,A Large-Scale Spatial Power System Model for Julia.,JuliaEnergy,https://github.com/JuliaEnergy/Joulia.jl.git,,Modeling and Optimization,"2021/08/26, 01:22:55",24,Julia,JuliaEnergy,Julia,,"2019/03/24, 17:08:17",MIT,0,"2021/10/01, 10:03:21","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/42609159?v=4,
The IDAES Toolkit,"Aims to provide multi-scale, simulation-based, open source computational tools and models to support the design, analysis, optimization, scale-up, operation and troubleshooting of innovative, advanced energy systems.",IDAES,https://github.com/IDAES/idaes-pse.git,"process-systems-engineering,process-modeling,chemical-engineering",Modeling and Optimization,"2021/10/15, 16:21:28",78,Python,IDAES,"Python,Jupyter Notebook,JavaScript,HTML,CSS,Dockerfile,Shell",https://idaes-pse.readthedocs.io/,"2019/02/01, 01:12:51",CUSTOM,1178,"2021/10/15, 16:24:20","approved,bug,CI:run-integration,core,dependencies,deployment,discussion,dmf,documentation,duplicate,enhancement,flowsheet viewer,good first issue,help wanted,invalid,Priority:High,Priority:Low,Priority:Normal,property packages,question,RFC,Stakeholder Feedback,testing,ui,unit models,user request,wontfix",0,41,https://avatars.githubusercontent.com/u/16325231?v=4,
Temoa,Tools for Energy Model Optimization and Analysis (Temoa) is an open source modeling framework for conducting energy system analysis.,TemoaProject,https://github.com/TemoaProject/temoa.git,,Modeling and Optimization,"2021/10/06, 18:00:17",50,Python,,"Python,Jupyter Notebook,Shell",http://temoacloud.com,"2015/01/10, 19:22:06",GPL-2.0,71,"2021/10/14, 11:05:18","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,12,https://avatars.githubusercontent.com/u/16325231?v=4,
PowerSystemDataModel,Provides an extensive data model capable of modeling energy systems with high granularity e.g. for bottom-up simulations.,ie3-institute,https://github.com/ie3-institute/PowerSystemDataModel.git,"simulation,datamodel,powersystem",Modeling and Optimization,"2021/10/13, 12:55:14",10,Java,ie3-institute,"Java,Groovy",,"2020/01/23, 16:00:59",BSD-3-Clause,532,"2021/10/13, 12:47:10","blockedExternally,bug,dependencies,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,release,wontfix",7,15,https://avatars.githubusercontent.com/u/58265273?v=4,
PyPSA-Eur-Sec,A Sector-Coupled Open Optimisation Model of the European Energy System.,PyPSA,https://github.com/PyPSA/pypsa-eur-sec.git,"pypsa,energy,energy-system,energy-model,energy-system-model",Modeling and Optimization,"2021/10/12, 13:15:01",28,Python,PyPSA,Python,https://pypsa-eur-sec.readthedocs.io/,"2019/04/17, 15:43:45",MIT,198,"2021/10/04, 15:47:06","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,6,https://avatars.githubusercontent.com/u/32890768?v=4,
antaresViz,"Visualize the results of Antares, an Open Source power system simulator meant to be used by anybody placing value in quantifying the adequacy or the economic performance of interconnected energy systems, at short or remote time horizons.",rte-antares-rpackage,https://github.com/rte-antares-rpackage/antaresViz.git,"r,monte-carlo-simulation,simulation,optimization,linear-programming,stochastic-simulation-algorithm,energy,electric,renewable-energy,adequacy,shiny,shiny-apps,manipulatewidge,dygraphs,plotly,leaflet,rte,bilan,previsionnel,tyndp",Modeling and Optimization,"2021/09/29, 09:27:45",17,R,rte-antares-rpackage,"R,HTML,JavaScript,CSS",https://rte-antares-rpackage.github.io/antaresViz,"2016/11/15, 16:47:23",MIT,41,"2021/09/29, 09:27:44","bug,duplicate,enhancement,Epic,feature,help wanted,invalid,next_meeting,plotMap,priority1,priority2,priority3,question,to discuss at the weekly point,wontfix",0,9,https://avatars.githubusercontent.com/u/23478907?v=4,
antaresRead,"Import, manipulate and explore the results of an Antares simulation.",rte-antares-rpackage,https://github.com/rte-antares-rpackage/antaresRead.git,"r,monte-carlo-simulation,optimisation,simulation,linear-algebra,energy,electricity,adequacy,rhdf5,hdf5,rte,tyndp,bilan,previsionnel",Modeling and Optimization,"2021/10/15, 14:43:10",9,R,rte-antares-rpackage,R,,"2016/11/15, 15:26:32",MIT,62,"2021/10/15, 14:31:23","bug,duplicate,enhancement,feature,help wanted,invalid,next_release,question,rhdf5,to discuss at the weekly point,wontfix",0,9,https://avatars.githubusercontent.com/u/23478907?v=4,
Spine-Toolbox,"An application to define, manage, and execute various energy system simulation models.",Spine-project,https://github.com/Spine-project/Spine-Toolbox.git,"spine-toolbox,python,energy,anaconda,miniconda,simulation-model,workflow,data",Modeling and Optimization,"2021/10/16, 11:54:39",32,Python,Spine-project,"Python,Inno Setup,GAMS,Batchfile,Julia",http://www.spine-model.org,"2018/09/26, 07:24:52",LGPL-3.0,1278,"2021/10/15, 12:10:28","Archetype,Big Thing to Do,bug,Consoles,Data,Data import/export,Discussion,Docs,duplicate,Engine,enhancement,Excel Import/Export,Feature,GDX Export,good first issue,GraphView,has attachment,Headless mode,help wanted,Import preview,Infrastructure,invalid,Julia support,low priority,Parameter value editors,Plotting,Priority,Project items,Python support,question,Release,Roadmap,Spine database editor,TabularView,Test,Treeview,UI,wontfix",3,12,https://avatars.githubusercontent.com/u/42807090?v=4,
demandlib,With the demandlib you can create power and heat profiles for various sectors by scaling them to your desired demand.,oemof,https://github.com/oemof/demandlib.git,,Modeling and Optimization,"2021/08/10, 14:54:28",30,Python,oemof,Python,https://oemof.org,"2016/04/08, 06:17:48",MIT,32,"2021/01/27, 13:34:39","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,9,https://avatars.githubusercontent.com/u/8503379?v=4,
deflex,"Flexible multi-regional energy system model for heat, power and mobility.",reegis,https://github.com/reegis/deflex.git,,Modeling and Optimization,"2021/07/29, 08:53:44",10,Python,reegis,Python,,"2018/01/29, 14:07:48",MIT,264,"2021/05/31, 12:29:07","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",1,4,https://avatars.githubusercontent.com/u/35924869?v=4,
energy-py-linear,Optimizing energy systems using mixed integer linear programming.,ADGEfficiency,https://github.com/ADGEfficiency/energy-py-linear.git,,Modeling and Optimization,"2021/10/09, 13:40:15",28,Jupyter Notebook,,"Jupyter Notebook,Python,Makefile",,"2019/01/15, 21:59:41",MIT,21,"2020/11/23, 02:42:31","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,3,https://avatars.githubusercontent.com/u/35924869?v=4,
switch-model,Optimal planning model for power systems with large shares of renewable energy.,switch-model,https://github.com/switch-model/switch.git,,Modeling and Optimization,"2021/09/24, 21:17:46",87,Python,switch-model,Python,http://switch-model.org/,"2015/04/08, 00:59:34",CUSTOM,5,"2021/06/18, 19:14:52","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,8,https://avatars.githubusercontent.com/u/11792892?v=4,
AnyMOD.jl,Creating large scale energy system models with multiple periods of capacity expansion formulated as linear optimization problems.,leonardgoeke,https://github.com/leonardgoeke/AnyMOD.jl.git,"capacity-expansion-planning,energy,julia,linear-programming,optimization",Modeling and Optimization,"2021/10/14, 18:55:56",42,Julia,,Julia,,"2019/09/11, 19:08:21",MIT,15,"2021/10/16, 20:07:44","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/11792892?v=4,
FlexiGIS,"Extracts, filters and categorizes the geo-referenced urban energy infrastructure and allocates the required decentralized storage in urban settings.",FlexiGIS,https://github.com/FlexiGIS/FlexiGIS.git,,Modeling and Optimization,"2021/10/03, 18:22:21",7,Python,,"Python,Makefile",,"2019/12/02, 08:47:33",MIT,7,"2021/05/03, 09:12:10","bug,dependencies,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,3,https://avatars.githubusercontent.com/u/11792892?v=4,
reVX,Renewable Energy Potential(V) eXchange Toot.,NREL,https://github.com/NREL/reVX.git,,Modeling and Optimization,"2021/09/29, 15:16:36",8,Python,NREL,"Python,Tcl,Dockerfile,Shell",https://nrel.github.io/reVX/,"2019/08/08, 21:07:31",BSD-3-Clause,542,"2021/09/20, 15:58:54","bug,documentation,duplicate,feature,question,refactor,wontfix",0,4,https://avatars.githubusercontent.com/u/1906800?v=4,
CapacityExpansion.jl,Future energy system planning (Generation and Transmission Capacity Expansion Planning) in Julia.,YoungFaithful,https://github.com/YoungFaithful/CapacityExpansion.jl.git,"capacity-expansion-planning,energy,energy-optimization-model,julia,jump,clustering,california,germany",Modeling and Optimization,"2021/10/03, 01:09:23",11,Julia,,"Julia,TeX",https://youngfaithful.github.io/CapacityExpansion.jl/stable,"2019/03/28, 21:02:36",MIT,1,"2021/04/27, 07:58:56","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,3,https://avatars.githubusercontent.com/u/1906800?v=4,
DPsim,A solver library for dynamic power system simulation.,sogno-platform,https://github.com/sogno-platform/dpsim.git,"simulation,real-time,dynamic-phasors,powerflow,electromagnetic-transient,power-systems,emt,quasi-stationary",Modeling and Optimization,"2021/10/16, 15:03:02",22,C++,sogno-platform,"C++,CMake,Python,Shell,C,Dockerfile,HTML",https://dpsim-simulator.github.io,"2020/01/29, 08:49:59",MPL-2.0,414,"2021/10/14, 11:26:34","bug,ci,documentation,duplicate,enhancement,good first issue,help wanted,invalid,opalrtlinux,question,wontfix",0,15,https://avatars.githubusercontent.com/u/73550268?v=4,
PyPSA meets Africa,A free and open source software project aiming to develop a powerful energy system model for Africa.,pypsa-meets-africa,https://github.com/pypsa-meets-africa/pypsa-africa.git,"pypsa-africa,pypsa-meets-africa",Modeling and Optimization,"2021/10/15, 16:30:53",19,Jupyter Notebook,pypsa-meets-africa,"Jupyter Notebook,Python",https://pypsa-meets-africa.readthedocs.io/en/latest/index.html,"2021/02/28, 19:26:35",GPL-3.0,506,"2021/10/15, 08:31:07","bug,documentation,duplicate,feature request,good first issue,help wanted,improvement,question,wontfix,WP1 demand,WP2 conv. generation,WP3 renew. resource,WP4 land coverage constr.,WP5 transmission assets,WP6 data creation and validation",5,8,https://avatars.githubusercontent.com/u/84225086?v=4,
GenX,"A highly-configurable, open source electricity resource capacity expansion model that incorporates several state-of-the-art practices in electricity system planning to offer improved decision support for a changing electricity landscape.",GenXProject,https://github.com/GenXProject/GenX.git,,Modeling and Optimization,"2021/10/08, 08:53:38",77,Julia,,Julia,https://genxproject.github.io/GenX/dev/,"2021/05/19, 17:57:57",GPL-2.0,266,"2021/10/02, 13:39:33","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,11,https://avatars.githubusercontent.com/u/84225086?v=4,
