,project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update,project_age_in_years,activity,community,size,total_score
685,ForestTools,Detect and segment individual tree from remotely sensed data.,andrew-plowright,https://github.com/andrew-plowright/ForestTools.git,github,,Biosphere,"2021/09/21, 22:15:44",27.0,0.0,7.0,True,R,,,"R,C++,Dockerfile",,"2016/12/28, 16:11:32",2068.0,AGPL-3.0,6.0,89.0,"2022/02/01, 18:08:57",1.0,3.0,16.0,1.0,206.0,0.0,0.0,0.04,,,0.0,3.0,False,,False,False,,,,,,,,,,,,5.6657534246575345,1.334983498349835,0.6435643564356436,0.6798679867986799,0.2709891442356081
687,FIREDpy,Classifying fire events from the Collection 6 MODIS Burned Area Product.,earthlab,https://github.com/earthlab/firedpy.git,github,,Biosphere,"2022/08/25, 19:42:19",21.0,0.0,18.0,True,Python,Earth Lab,earthlab,"Python,HTML,R,Dockerfile,Shell",,"2019/10/10, 20:54:12",1051.0,MIT,224.0,493.0,"2022/08/25, 18:27:02",17.0,11.0,65.0,17.0,1.0,0.0,0.0,0.308080808080808,"2021/09/14, 18:27:38",v1.0,0.0,7.0,False,,False,False,,,https://github.com/earthlab,https://www.earthdatascience.org/,"Boulder, Colorado, USA",,,https://avatars.githubusercontent.com/u/19476722?v=4,,,,2.8794520547945206,1.9405940594059405,1.193069306930693,1.66996699669967,0.4800665580556389
688,BioPAL,The BIOMASS Product Algorithm Laboratory hosts official tools for processing and analysing ESA's BIOMASS mission data.,BioPAL,https://github.com/BioPAL/BioPAL.git,github,,Biosphere,"2022/06/24, 16:17:37",48.0,0.0,36.0,True,Python,BioPAL,BioPAL,Python,https://biopal.org/,"2020/07/21, 11:45:39",767.0,MIT,41.0,198.0,"2022/03/25, 09:14:32",9.0,33.0,44.0,13.0,155.0,1.0,0.0,0.3223684210526315,"2022/02/15, 08:44:17",v0.3.0rc0,0.0,8.0,False,,False,False,,,https://github.com/BioPAL,,,,,https://avatars.githubusercontent.com/u/68594778?v=4,,,,2.1013698630136988,2.375412541254126,1.2566006600660067,1.6138613861386137,0.5286182039887022
689,phenofit,A state-of-the-art remote sensing vegetation phenology extraction package.,eco-hydro,https://github.com/eco-hydro/phenofit.git,github,"phenology,remote-sensing",Biosphere,"2022/04/28, 09:21:33",51.0,0.0,13.0,True,R,Eco-Hydrological Researches in China University of Geosciences (Wuhan),eco-hydro,"R,C++,C",http://phenofit.top,"2018/04/23, 08:40:14",1587.0,GPL-2.0,35.0,206.0,"2022/03/01, 11:33:42",0.0,9.0,11.0,1.0,179.0,0.0,0.0,0.0,"2022/03/01, 14:35:02",v0.3.5,0.0,1.0,False,,False,False,,,https://github.com/eco-hydro,http://www.phenofit.top/,China,,,https://avatars.githubusercontent.com/u/86526225?v=4,,,,4.347945205479452,2.0429042904290426,0.31683168316831684,0.7252475247524752,0.31309113384314785
690,rnpn,R client for interacting with the USA National Phenology Network data web services.,usa-npn,https://github.com/usa-npn/rnpn.git,github,"web-api,species,data,rstats,r,national-phenology-network,phenology,r-package",Biosphere,"2022/04/20, 22:08:37",13.0,0.0,4.0,True,R,USA National Phenology Network,usa-npn,R,https://rdrr.io/cran/rnpn/,"2011/08/08, 18:57:41",4036.0,CUSTOM,14.0,216.0,"2021/10/01, 18:42:34",0.0,8.0,27.0,3.0,329.0,0.0,0.75,0.3312101910828026,,,0.0,7.0,False,,False,False,,,https://github.com/usa-npn,https://www.usanpn.org,"1311 E. 4th Street, Tucson, AZ 85721",,,https://avatars.githubusercontent.com/u/17733470?v=4,,,,11.057534246575342,1.6295379537953796,1.740924092409241,1.2838283828382837,0.476357339744053
692,mapme.biodiversity,Efficient analysis of spatial biodiversity datasets for global portfolios.,mapme-initiative,https://github.com/mapme-initiative/mapme.biodiversity.git,github,,Biosphere,"2022/08/23, 16:55:43",12.0,0.0,12.0,True,R,mapme-initiative,mapme-initiative,R,https://mapme-initiative.github.io/mapme.biodiversity/,"2022/02/09, 09:14:58",199.0,GPL-3.0,328.0,328.0,"2022/08/23, 15:10:55",10.0,38.0,88.0,88.0,4.0,0.0,0.3,0.3295454545454546,"2022/08/23, 16:53:37",v0.2.0,0.0,5.0,False,,False,False,,,https://github.com/mapme-initiative,https://mapme-initiative.org/,,,,https://avatars.githubusercontent.com/u/76036920?v=4,,,,0.5452054794520548,2.8234323432343236,1.4735973597359737,1.7153465346534653,0.6090542050618534
693,prioritizr,Uses mixed integer linear programming techniques to provide a flexible interface for building and solving conservation planning problems.,prioritizr,https://github.com/prioritizr/prioritizr.git,github,"r,spatial,optimization,conservation,biodiversity,prioritization,solver,conservation-planner,rstats",Biosphere,"2022/07/27, 21:08:40",83.0,0.0,18.0,True,R,,prioritizr,"R,C++,C,Makefile,CSS",https://prioritizr.net,"2017/02/04, 22:45:17",2029.0,GPL-3.0,43.0,779.0,"2022/08/25, 12:29:46",14.0,40.0,232.0,52.0,2.0,0.0,0.2,0.1335187760778859,"2021/10/30, 01:03:23",v7.1.1,0.0,7.0,False,,False,True,,,https://github.com/prioritizr,,,,,https://avatars.githubusercontent.com/u/25472841?v=4,,,,5.558904109589041,1.9224422442244222,1.3481848184818483,2.2607260726072607,0.5451341551533572
694,The Catalogue of Life,"The most complete authoritative list of the world's species, maintained by hundreds of global taxonomists.",CatalogueOfLife,https://github.com/CatalogueOfLife/general.git,github,"taxonomy,life,science,biodiversity,nomenclature",Biosphere,"2022/08/10, 08:07:43",40.0,0.0,3.0,True,,COL,CatalogueOfLife,,,"2017/04/24, 09:56:25",1951.0,GPL-3.0,4.0,246.0,"2022/05/06, 10:30:57",20.0,4.0,68.0,2.0,113.0,0.0,4.0,0.3559322033898305,,,0.0,7.0,False,,False,False,,,https://github.com/CatalogueOfLife,http://www.catalogueoflife.org/,"Leiden, NL",,,https://avatars.githubusercontent.com/u/56591279?v=4,,,,5.345205479452055,1.2433993399339935,2.014851485148515,1.4084158415841586,0.47668576250379097
695,Darwin Core,Standard for sharing of information about biological diversity.,tdwg,https://github.com/tdwg/dwc.git,github,"tdwg,standard,biodiversity-standards,darwin-core,biodiversity-informatics",Biosphere,"2022/05/30, 19:38:51",141.0,0.0,24.0,True,Python,Biodiversity Information Standards (TDWG),tdwg,"Python,Jupyter Notebook",https://dwc.tdwg.org,"2014/10/27, 16:49:02",2861.0,CC-BY-4.0,10.0,827.0,"2022/05/29, 17:05:52",85.0,76.0,329.0,13.0,90.0,1.0,0.4,0.5275482093663912,"2021/08/25, 01:49:00",2021-08-24,0.0,15.0,False,,False,True,,,https://github.com/tdwg,http://www.tdwg.org,,,,https://avatars.githubusercontent.com/u/5882606?v=4,,,,7.838356164383562,1.9785478547854785,2.142739273927393,2.726897689768977,0.6795879786699395
696,iNaturalist,Helps you identify the plants and animals around you.,inaturalist,https://github.com/inaturalist/inaturalist.git,github,,Biosphere,"2022/08/25, 18:09:00",507.0,0.0,67.0,True,JavaScript,iNaturalist,inaturalist,"JavaScript,Ruby,Haml,HTML,SCSS,PLpgSQL,CSS,PHP,XSLT,Gherkin,Shell,Makefile",http://www.inaturalist.org,"2009/09/04, 02:26:52",4740.0,MIT,577.0,13889.0,"2022/08/25, 15:59:05",484.0,1323.0,3016.0,283.0,2.0,3.0,0.0,0.2910491501297831,,,0.0,44.0,False,,False,True,,,https://github.com/inaturalist,http://www.inaturalist.org,"Bay Area, California",,,https://avatars.githubusercontent.com/u/62292?v=4,,,,12.986301369863014,2.1105610561056105,1.6311881188118813,3.8539603960396036,0.7305256232134877
697,pyinaturalist,"Python client for iNaturalist, a community science platform that helps people get involved in the natural world by observing and identifying the living things around them.",pyinat,https://github.com/pyinat/pyinaturalist.git,github,"python,inaturalist,api-client,api,biodiversity,biodiversity-data,biodiversity-informatics,citizen-science",Biosphere,"2022/08/24, 22:26:10",68.0,22.0,30.0,True,Python,,pyinat,"Python,JavaScript,Dockerfile",https://pyinaturalist.readthedocs.io,"2018/10/10, 08:34:57",1417.0,MIT,250.0,880.0,"2022/08/24, 20:27:50",20.0,256.0,396.0,180.0,2.0,0.0,0.0,0.107671601615074,"2022/05/19, 19:47:44",v0.17.0,2.0,6.0,False,,False,True,"JWCook/pyinaturalist-open-data,FezTheImmigrant/flora_dex,infovis-vt/Quest_Project_2022,neldomarcelino/parque,puddin-l/Quest_Project_2022,dronefly-garden/dronefly-core,ap5879/CS6910_Assignment2,jodfie/ai-critter,lubianat/pynaturalist2commons,IMiBio/SysIMiBio,joaobagas/Auto-Curation-System,pyinat/pyinaturalist-notebook,pyinat/pyinaturalist-convert,pyinat/naturtag,dronefly-garden/dronefly,omarm12/Natures_RPG,JWCook/inat-backlog-slogger,evjrob/birbcam,leynier/inaturalistbot,JWCook/taxon-keyword-gen,biophyser/oh_deer_app,inbo/vespa-watch",,https://github.com/pyinat,https://pyinaturalist.readthedocs.io,,,,https://avatars.githubusercontent.com/u/105503620?v=4,,,,3.882191780821918,2.575082508250825,0.9315181518151815,2.6427392739273925,0.5994811521002005
698,TaxonWorks,An integrated web-based workbench for taxonomists and biodiversity scientists.,SpeciesFileGroup,https://github.com/SpeciesFileGroup/taxonworks.git,github,"species,biodiversity-informatics,ruby,taxonomy,biodiversity,describe,life,evolution,nomenclature,collections",Biosphere,"2022/08/26, 20:51:39",67.0,0.0,23.0,True,Ruby,Species File Group,SpeciesFileGroup,"Ruby,Vue,JavaScript,HTML,SCSS,TeX,Shell,Stylus,Dockerfile,CSS",http://taxonworks.org,"2013/09/03, 18:13:42",3279.0,CUSTOM,2210.0,22872.0,"2022/08/26, 15:13:12",671.0,271.0,2409.0,547.0,1.0,3.0,1.2,0.6793445878848063,"2022/08/19, 19:57:24",v0.28.1,3.0,20.0,False,,True,True,,,https://github.com/SpeciesFileGroup,http://speciesfilegroup.org,"University of Illinois, INHS",,,https://avatars.githubusercontent.com/u/1653377?v=4,,,,8.983561643835616,2.9975247524752477,2.5495049504950495,3.582508250825083,0.9051571200273131
700,Sea ice drift,Sea ice drift from Sentinel-1 SAR imagery using open source feature tracking.,nansencenter,https://github.com/nansencenter/sea_ice_drift.git,github,,Cryosphere,"2022/06/29, 11:59:19",27.0,0.0,6.0,True,Python,Nansen Environmental and Remote Sensing Center,nansencenter,"Python,Dockerfile",,"2015/11/19, 08:40:38",2473.0,GPL-3.0,13.0,224.0,"2020/12/07, 10:24:28",3.0,3.0,24.0,0.0,628.0,0.0,0.3333333333333333,0.0263157894736841,"2018/10/05, 11:07:20",v0.7,0.0,4.0,False,,False,False,,,https://github.com/nansencenter,www.nersc.no,"Bergen, Norway",,,https://avatars.githubusercontent.com/u/5212513?v=4,,,,6.7753424657534245,1.6460396039603962,1.08003300330033,0.9826732673267328,0.3784813367159432
701,smrt,Snow Microwave Radiative Transfer model to compute thermal emission and backscatter from snowpack.,smrt-model,https://github.com/smrt-model/smrt.git,github,"modeling,snow,microwave",Cryosphere,"2022/08/15, 07:49:34",24.0,0.0,2.0,True,Python,,smrt-model,"Python,MATLAB",,"2016/10/31, 16:42:14",2126.0,CUSTOM,73.0,544.0,"2022/07/25, 14:38:05",3.0,9.0,16.0,7.0,33.0,0.0,0.3333333333333333,0.172093023255814,"2022/05/04, 19:54:39",smrt_unified_microstructures,0.0,7.0,False,,False,False,,,https://github.com/smrt-model,,,,,https://avatars.githubusercontent.com/u/23165787?v=4,,,,5.824657534246575,2.203795379537954,1.4463696369636962,1.4323432343234324,0.5165553960080517
702,OGGM,A modular open source model for glacier dynamics.,OGGM,https://github.com/OGGM/oggm.git,github,"glacier,model,climate,ice-dynamics,mass-balance,global,sea-level,calving,python",Cryosphere,"2022/08/24, 09:59:23",160.0,0.0,43.0,True,Python,Open Global Glacier Model,OGGM,"Python,Shell,Dockerfile",http://oggm.org,"2015/10/09, 15:55:31",2514.0,BSD-3-Clause,101.0,1236.0,"2022/08/24, 10:08:13",189.0,881.0,1263.0,164.0,3.0,4.0,0.3,0.3628396143733566,"2022/04/02, 16:45:14",v1.5.3,2.0,27.0,False,,False,False,,,https://github.com/OGGM,www.oggm.org,,,,https://avatars.githubusercontent.com/u/14758186?v=4,,,,6.887671232876713,2.395214521452145,2.0107260726072607,3.4265676567656764,0.7675827548010221
703,CICE,"A computationally efficient model for simulating the growth, melting, and movement of polar sea ice.",CICE-Consortium,https://github.com/CICE-Consortium/CICE.git,github,,Cryosphere,"2022/08/24, 21:29:19",35.0,0.0,9.0,True,Fortran,CICE Consortium,CICE-Consortium,"Fortran,Shell,Python,TypeScript,C,Makefile,OCaml",,"2017/05/24, 18:02:53",1920.0,BSD-3-Clause,56.0,850.0,"2022/08/25, 16:15:29",80.0,428.0,679.0,228.0,2.0,4.0,5.7,0.6194690265486726,"2022/08/05, 17:46:31",CICE6.4.0,0.0,16.0,False,,False,True,,,https://github.com/CICE-Consortium,,,,,https://avatars.githubusercontent.com/u/28584507?v=4,,,,5.260273972602739,2.4876237623762374,2.6064356435643563,3.103135313531353,0.8172990783923008
704,PISM,"The Parallel Ice Sheet Model is an open source, parallel, high-resolution ice sheet model.",pism,https://github.com/pism/pism.git,github,"scientific-computing,parallel,geophysics,c-plus-plus,ice-sheet,glacier,sea-level,numerical,petsc,python,sphinx,climate,mpi",Cryosphere,"2022/05/25, 20:02:27",78.0,0.0,15.0,True,C++,Parallel Ice Sheet Model,pism,"C++,Python,CMake,TeX,C,SWIG,Shell,Fortran,MATLAB,Makefile,Dockerfile,Emacs Lisp",https://pism.io/,"2011/11/04, 19:03:37",3948.0,GPL-3.0,317.0,9791.0,"2022/06/07, 18:11:06",29.0,44.0,477.0,29.0,80.0,3.0,0.2,0.289831779706418,"2022/05/26, 17:55:19",v2.0.4,0.0,17.0,False,,True,True,,,https://github.com/pism,https://www.pism.io/,University of Alaska Fairbanks,,,https://avatars.githubusercontent.com/u/1057072?v=4,,,,10.816438356164383,2.849009900990099,1.7887788778877889,3.0643564356435644,0.7603527372518286
705,icepack,Finite element modeling of glaciers and ice sheets.,CICE-Consortium,https://github.com/CICE-Consortium/Icepack.git,github,,Cryosphere,"2022/08/23, 17:19:26",18.0,0.0,3.0,True,Fortran,CICE Consortium,CICE-Consortium,"Fortran,Shell,C,Makefile,TypeScript",,"2017/05/24, 18:09:45",1920.0,GPL-3.0,24.0,620.0,"2022/08/23, 17:19:27",22.0,282.0,377.0,25.0,4.0,3.0,1.6,0.6314553990610329,"2022/08/05, 17:38:03",Icepack1.3.2,0.0,16.0,False,,False,True,,,https://github.com/CICE-Consortium,,,,,https://avatars.githubusercontent.com/u/28584507?v=4,,,,5.260273972602739,2.1171617161716174,2.5206270627062706,2.894389438943894,0.7508562304304801
706,DeepBedMap,Using a deep neural network to better resolve the bed topography of Antarctica.,weiji14,https://github.com/weiji14/deepbedmap.git,github,"super-resolution,digital-elevation-model,deep-neural-network,data-science,antarctica,flat-file-db,glaciology,generative-adversarial-network,jupyter-notebook,chainer,remote-sensing,optuna,bedmap,pangeo,binder",Cryosphere,"2022/06/17, 12:49:33",32.0,0.0,6.0,True,Jupyter Notebook,,,"Jupyter Notebook,TeX,Python,Gherkin,Dockerfile,Shell",,"2018/09/06, 00:28:32",1451.0,LGPL-3.0,2.0,509.0,"2022/06/17, 12:45:54",4.0,156.0,188.0,2.0,71.0,2.0,0.3,0.010443864229765,"2020/11/05, 22:36:23",v1.1.0,0.0,4.0,False,,False,False,,,,,,,,,,,,3.9753424657534246,1.3613861386138615,1.0082508250825082,2.174092409240924,0.4401227562518845
707,OSSP,Open Source Algorithm for Detecting Sea Ice Surface Features in High Resolution Optical Imagery.,wrightni,https://github.com/wrightni/OSSP.git,github,,Cryosphere,"2020/10/23, 14:24:26",16.0,0.0,5.0,True,Python,,,Python,,"2017/08/02, 19:16:17",1850.0,MIT,0.0,160.0,"2021/09/19, 00:05:51",1.0,3.0,3.0,1.0,342.0,0.0,0.3333333333333333,0.0,"2019/11/22, 16:44:04",v2.3,0.0,1.0,False,,False,False,,,,,,,,,,,,5.068493150684931,1.4133663366336633,0.707095709570957,0.47112211221122113,0.2689462894501279
708,captoolkit,NASA's Cryosphere Altimetry Processing Toolkit.,fspaolo,https://github.com/nasa-jpl/captoolkit.git,github,,Cryosphere,"2022/08/05, 19:28:02",41.0,0.0,9.0,True,Jupyter Notebook,NASA Jet Propulsion Laboratory,nasa-jpl,"Jupyter Notebook,Python,HTML",,"2017/09/25, 18:31:15",1796.0,Apache-2.0,15.0,379.0,"2022/08/05, 19:28:02",0.0,5.0,5.0,2.0,21.0,0.0,0.4,0.0928792569659442,"2020/02/12, 21:53:13",0.1.0,0.0,5.0,False,,True,False,,,https://github.com/nasa-jpl,http://www.jpl.nasa.gov,"Pasadena, California, US",,,https://avatars.githubusercontent.com/u/10360932?v=4,,,,4.920547945205479,1.297029702970297,1.272277227722772,1.0585808580858085,0.36947265175177474
709,sea-ice,Displays the monthly mean sea ice extent for the Arctic and Antarctic along with the historical median extent.,vannizhang,https://github.com/vannizhang/sea-ice.git,github,"arcgis-js-api,living-atlas,arcgis-online,esri,d3,sea-ice,visualization,arctic,antarctic",Cryosphere,"2021/12/17, 17:54:09",16.0,0.0,4.0,True,TypeScript,,,"TypeScript,SCSS,JavaScript,HTML",https://livingatlas.arcgis.com/sea-ice/,"2019/07/29, 17:42:42",1125.0,Apache-2.0,5.0,63.0,"2022/02/26, 17:36:39",17.0,11.0,16.0,7.0,182.0,17.0,0.0,0.0338983050847457,,,0.0,2.0,False,,False,False,,,,,,,,,,,,3.0821917808219177,1.5404290429042904,0.5519801980198019,0.6938943894389439,0.2836436594650199
710,SIS2,"Calculates the concentration, thickness, temperature, brine content and snow cover of an arbitrary number of ice thickness categories (including open water) as well as the motion of the complete pack.",NOAA-GFDL,https://github.com/NOAA-GFDL/SIS2.git,github,,Cryosphere,"2022/08/24, 17:50:16",12.0,0.0,2.0,True,Fortran,NOAA - Geophysical Fluid Dynamics Laboratory,NOAA-GFDL,"Fortran,C",,"2014/02/10, 15:06:39",3120.0,CUSTOM,64.0,1394.0,"2022/08/24, 17:50:16",9.0,126.0,173.0,50.0,3.0,2.0,1.3,0.1396933560477001,"2014/12/15, 23:18:40",ulm,0.0,16.0,False,,False,False,,,https://github.com/NOAA-GFDL,www.gfdl.noaa.gov,"Princeton, New Jersey",,,https://avatars.githubusercontent.com/u/11219395?v=4,,,,8.547945205479452,1.74009900990099,1.947194719471947,2.8366336633663365,0.6414996732737469
712,freshwater,Greenland liquid water runoff from 1958 through 2019.,GEUS-PROMICE,https://github.com/GEUS-Glaciology-and-Climate/freshwater.git,github,"scientific-workflows,greenland,org-mode,grass-gis,water",Cryosphere,"2022/07/15, 18:40:16",5.0,0.0,1.0,True,TeX,GEUS Glaciology and Climate,GEUS-Glaciology-and-Climate,"TeX,Python",https://doi.org/10.5194/essd-12-2811-2020,"2019/06/20, 02:21:00",1164.0,MIT,38.0,67.0,"2022/04/22, 16:50:00",7.0,0.0,21.0,8.0,127.0,0.0,0.0,0.0,,,0.0,1.0,False,,False,False,,,https://github.com/GEUS-Glaciology-and-Climate,https://eng.geus.dk/about/organisation/departments/glaciology-and-climate,"Copenhagen, Denmark",,,https://avatars.githubusercontent.com/u/71171316?v=4,,,,3.1890410958904107,1.7376237623762374,0.31683168316831684,0.4034653465346535,0.2537380299425302
713,PyTrx,"Its primary purpose is to obtain velocities, surface areas, and distances from oblique, optical imagery of glacial environments.",PennyHow,https://github.com/PennyHow/PyTrx.git,github,"python3,glaciology,photogrammetry,time-lapse,opencv,optical-flow,template-matching,oblique-imagery,image-classification",Cryosphere,"2022/07/15, 07:25:41",29.0,0.0,10.0,True,Python,,,Python,,"2017/05/17, 08:01:03",1928.0,MIT,80.0,558.0,"2022/06/08, 15:37:32",3.0,10.0,42.0,13.0,80.0,0.0,0.0,0.0044843049327354,"2022/06/08, 13:37:48",pytrx1.2.4,0.0,2.0,False,,False,False,,,,,,,,,,,,5.282191780821917,2.515676567656766,0.4694719471947194,1.287953795379538,0.42758388238618467
714,ECCO-v4-Python-Tutorial,Contains several tutorials for using the ECCO Central Production Version 4 ocean and sea-ice state estimate.,ECCO-GROUP,https://github.com/ECCO-GROUP/ECCO-v4-Python-Tutorial.git,github,,Cryosphere,"2022/07/09, 08:19:51",38.0,0.0,8.0,True,Jupyter Notebook,Estimating the Circulation and Climate of the Ocean (ECCO),ECCO-GROUP,"Jupyter Notebook,Python,Shell",https://ecco-v4-python-tutorial.readthedocs.io/index.html,"2018/01/24, 19:39:43",1675.0,MIT,27.0,183.0,"2022/07/09, 08:20:01",1.0,30.0,33.0,14.0,49.0,0.0,0.0,0.1142857142857143,,,0.0,5.0,False,,False,False,,,https://github.com/ECCO-GROUP,,,,,https://avatars.githubusercontent.com/u/34173086?v=4,,,,4.589041095890411,1.6163366336633662,0.8877887788778878,1.3605610561056105,0.3853842917456684
715,icepyx,Python tools for obtaining and working with ICESat-2 data.,icesat2py,https://github.com/icesat2py/icepyx.git,github,"icesat-2,community-driven,python3,hacktoberfest,closember",Cryosphere,"2022/08/26, 18:43:41",121.0,7.0,28.0,True,Python,,icesat2py,Python,https://icepyx.readthedocs.io/en/latest/,"2019/06/20, 23:49:26",1163.0,BSD-3-Clause,90.0,515.0,"2022/08/26, 18:19:13",46.0,238.0,311.0,134.0,0.0,8.0,0.9,0.2609699769053117,"2022/07/29, 18:14:48",v0.6.3,10.0,24.0,False,,True,False,"SpoookyTanuki/webdev_hw7_flask,weiji14/deepicedrain,georgettica/IS2_velocity,Surfix/icechart,ICESAT-2HackWeek/IS2_velocity,MinesGlaciology/Learn-ICESat-2,nicholas-kotlinski/icesat2_hackweek",,https://github.com/icesat2py,,,,,https://avatars.githubusercontent.com/u/57814535?v=4,,,,3.186301369863014,2.3820132013201323,2.065181518151815,2.8663366336633667,0.7253344480141193
716,BedMachine,"Matlab tools for loading, interpolating, and displaying BedMachine ice sheet topography.",chadagreene,https://github.com/chadagreene/BedMachine.git,github,"antarctica,matlab,greenland,bedmachine,geology,ice-shelves,glaciology,glaciers",Cryosphere,"2022/04/03, 22:47:55",16.0,0.0,3.0,True,MATLAB,,,MATLAB,,"2021/04/10, 21:37:21",503.0,MIT,1.0,14.0,"2022/08/26, 18:19:13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,False,,False,False,,,,,,,,,,,,1.378082191780822,0.30363036303630364,0.31683168316831684,0.11303630363036303,0.07732891669812413
717,Iceberg Locations,Antarctic large iceberg positions derived from ASCAT and OSCAT-2.,Joel-hanson,https://github.com/Joel-hanson/Iceberg-locations.git,github,"climate-change,iceberg,python,beautifulsoup4,scraping",Cryosphere,"2022/01/14, 01:59:39",5.0,0.0,0.0,True,Python,,,Python,https://www.scp.byu.edu/current_icebergs.html,"2021/01/11, 13:30:20",593.0,MIT,7.0,87.0,"2021/01/21, 16:02:51",0.0,1.0,1.0,0.0,583.0,0.0,0.0,0.0,,,0.0,1.0,False,,False,False,,,,,,,,,,,,1.6246575342465754,1.396039603960396,0.31683168316831684,0.2887788778877888,0.20790084240541817
721,Glacier Mapping From Satellite Imagery,Use computer vision to automatically segment debris and ice glaciers from satellite images.,krisrs1128,https://github.com/krisrs1128/glacier_mapping.git,github,,Cryosphere,"2022/06/04, 14:02:18",21.0,0.0,14.0,True,Python,,,"Python,Jupyter Notebook,Shell,JavaScript,Batchfile,Makefile,Dockerfile",,"2019/10/09, 19:22:19",1052.0,GPL-3.0,3.0,1069.0,"2022/06/04, 14:02:25",4.0,81.0,87.0,2.0,84.0,1.0,0.0,0.3824200913242009,,,0.0,6.0,False,,False,False,,,,,,,,,,,,2.882191780821918,1.1485148514851486,1.2417491749174918,2.217821782178218,0.44749407733268215
722,DeepIceDrain,Mapping and monitoring deep subglacial water activity in Antarctica using remote sensing and machine learning.,weiji14,https://github.com/weiji14/deepicedrain.git,github,"intake,binder,python3,jupyter-lab,big-data,antarctica,ice-sheet,hdf5,zarr,pygmt,datashader,analysis-ready-data,icesat-2,open-science",Cryosphere,"2022/05/19, 14:36:55",18.0,0.0,14.0,True,Jupyter Notebook,,,"Jupyter Notebook,Shell,Python,Gherkin,Dockerfile,Makefile",,"2019/10/09, 02:02:05",1053.0,LGPL-3.0,17.0,535.0,"2022/05/17, 16:20:57",9.0,323.0,331.0,13.0,102.0,5.0,0.1,0.4115138592750533,"2021/07/05, 02:53:09",v0.4.2,0.0,3.0,False,,False,False,,,,,,,,,,,,2.884931506849315,2.0354785478547854,1.311056105610561,2.3077557755775575,0.5568854289620725
723,cosipy,Solves the energy balance at the surface and is coupled to an adaptive vertical multi-layer subsurface module.,cryotools,https://github.com/cryotools/cosipy.git,github,,Cryosphere,"2022/08/03, 16:02:03",39.0,0.0,15.0,True,Python,CryoTools,cryotools,"Python,Shell",,"2017/10/23, 14:10:03",1769.0,GPL-3.0,8.0,513.0,"2022/08/03, 15:18:14",17.0,11.0,30.0,3.0,24.0,1.0,0.1,0.1554878048780488,"2021/01/14, 16:10:00",v1.4,0.0,5.0,False,,False,False,,,https://github.com/cryotools,https://cryo-tools.org,,,,https://avatars.githubusercontent.com/u/33029607?v=4,,,,4.846575342465753,1.3960396039603962,1.1815181518151816,1.4348184818481848,0.4013061435567414
724,QGreenland,"A free mapping tool to support interdisciplinary Greenland-focused research, teaching, decision making, and collaboration.",nsidc,https://github.com/nsidc/qgreenland.git,github,,Cryosphere,"2022/08/26, 15:20:33",18.0,0.0,9.0,True,Python,National Snow and Ice Data Center,nsidc,"Python,Shell,Dockerfile,Jinja",,"2020/02/18, 19:49:50",920.0,CUSTOM,1678.0,3850.0,"2022/08/26, 15:20:33",3.0,488.0,492.0,250.0,1.0,3.0,0.4,0.1802168021680217,"2022/03/18, 19:10:53",v2.0.0,0.0,7.0,False,,False,False,,,https://github.com/nsidc,http://www.nsidc.org/,"Boulder, Colorado",,,https://avatars.githubusercontent.com/u/1874284?v=4,,,,2.5205479452054793,2.6427392739273925,1.49009900990099,3.0660066006600664,0.7050069564210913
725,Raven,Made to help scientists run hydrological modeling experiments with climate change projections.,Ouranosinc,https://github.com/Ouranosinc/raven.git,github,"hydrology,wps,pavics,gis,birdhouse",Hydrosphere,"2022/08/08, 22:28:18",28.0,0.0,13.0,True,Python,Ouranos inc.,Ouranosinc,"Python,Jupyter Notebook,Makefile,Smarty,Shell,Dockerfile,Batchfile",https://pavics-raven.readthedocs.io/en/latest/,"2018/05/31, 00:37:14",1549.0,MIT,116.0,1571.0,"2022/08/08, 22:28:19",20.0,199.0,413.0,41.0,18.0,1.0,5.0,0.6465798045602607,"2022/01/14, 17:20:03",v0.15.1,0.0,9.0,False,,False,True,,,https://github.com/Ouranosinc,www.ouranos.ca,Canada,,,https://avatars.githubusercontent.com/u/1696763?v=4,,,,4.243835616438356,2.346534653465347,2.4414191419141913,2.90016501650165,0.766748836165284
